common/ichi.wav	イチ
common/itsu.wav	イツ
common/hito.wav	ひと
g1/e4b880_hitotsu.wav	ひと・つ
g1/e7949f_shibafu.wav	芝生（しばふ）	a lawn, a grass plot
common/sei.wav	セイ
common/shou.wav	*ショウ
common/ao.wav	あお
common/aoi.wav	あお・い
g1/e99d92_seishun.wav	青春（せいしゅん）	youth, the springtime of life
g1/e99d92_gunjouiro.wav	群青色（ぐんじょういろ）	ultramarine
g1/e99d92_aosujiwotateteokoru.wav	青筋をたてて怒る（あおすじをたてておこる）	
g1/e99d92_kaogaaoi.wav	顔が青い（かおがあおい）	look pale, have a pale
g1/e99d92_massao.wav	真っ青（まっさお）	deep blue, deadly pale
common/seki.wav	*セキ
common/yuu.wav	ゆう
g1/e5a495_sekishou.wav	夕照（せきしょう）	the evening glow, sunset
g1/e5a495_yuugata.wav	夕方（ゆうがた）	evening
g1/e5a495_yuushoku.wav	夕食（ゆうしょく）	dinner, an evening meal, supper
common/seki.wav	セキ
common/shaku.wav	*シャク
g1/e79fb3_ishi.wav	いし
g1/e79fb3_sekiyu.wav	石油（せきゆ）	oil, petroleum
g1/e79fb3_jishaku.wav	磁石（じしゃく）	a magnet, a compass
g1/e79fb3_ishinikajiritsuitemo.wav	石にかじりついても（いしにかじりついても）	
g1/e79fb3_sekken.wav	石鹸（せっけん）	a soap
common/seki.wav	セキ
common/shaku.wav	*シャク
common/aka.wav	あか
g1/e8b5a4_akai.wav	あか・い
g1/e8b5a4_akarameru.wav	あか・らめる
g1/e8b5a4_sekidou.wav	赤道（せきどう）	the equator
g1/e8b5a4_shakudouiro.wav	赤銅色（しゃくどういろ）	bronze
g1/e8b5a4_akachan.wav	赤ちゃん（あかちゃん）	a baby
g1/e8b5a4_akanotanin.wav	赤の他人（あかのたにん）	an utter stranger,
g1/e8b5a4_akaji.wav	赤字（あかじ）	a deficit, a loss
g1/e8b5a4_akaiji.wav	赤い字（あかいじ）	red characters
g1/e8b5a4_kaowoakarameru.wav	顔を赤らめる（かおをあからめる）	blush
g1/e8b5a4_makka.wav	真っ赤（まっか）	bright red, crimson
common/sen.wav	セン
common/chi.wav	ち
g1/e58d83_senrigan.wav	千里眼（せんりがん）	clairvoyance
g1/e58d83_chidoriashi.wav	千鳥足（ちどりあし）	a stagger
common/sen.wav	セン
common/kawa.wav	かわ
g1/e5b79d_kasen.wav	河川（かせん）	rivers
g1/e5b79d_kawagishi.wav	川岸（かわぎし）	a riverside, a riverbank
common/sen.wav	セン
g1/e58588_saki.wav	さき
g1/e58588_sensei.wav	先生（せんせい）	a teacher ☆＝教師（きょうし）
g1/e58588_sentan.wav	先端（せんたん）	the tip, the point, a pointed end
g1/e58588_sentangijutsu.wav	先端技術（せんたんぎじゅつ）	high technology,
g1/e58588_sennyaku.wav	先約（せんやく）	a prior engagement,
common/sensai.wav	先妻（せんさい）	one's former wife, one's ex-wife
g1/e58588_sakibashiru.wav	先走る（さきばしる）	jump the gun, be too far ahead
g1/e58588_gaishutsusaki.wav	外出先（がいしゅつさき）	the place where ~ has gone
g1/e58588_osakinidouzo.wav	お先にどうぞ（おさきにどうぞ）	You go first, please.,
common/sou.wav	ソウ
g1/e697a9_saltsu.wav	*サッ
common/hayai.wav	はや・い
common/hayamaru.wav	はや・まる
common/hayameru.wav	はや・める
g1/e697a9_souchou.wav	早朝（そうちょう）	early morning
g1/e697a9_sassoku.wav	早速（さっそく）	promptly, at once, immediately
g1/e697a9_madahayai.wav	まだ早い（まだはやい）	It is still early.,
g1/e697a9_dekirudakehayaku.wav	できるだけ早く（できるだけはやく）	as soon as possible
g1/e697a9_arekarahayagonennninaru.wav	あれから早５年になる（あれからはやごねんになる）	
g1/e697a9_hayamaruna.wav	早まるな！（はやまるな）	Don't act rashly!
g1/e697a9_jikiwohayameru.wav	時期を早める（じきをはやめる）	advance the date
g1/e697a9_ohayou.wav	お早う（おはよう）	Good morning.
common/sou.wav	ソウ
g1/e88d89_kusa.wav	くさ
g1/e88d89_yakusou.wav	薬草（やくそう）	a medicinal herb
g1/e88d89_kusatori.wav	草取り（くさとり）	weeding
common/soku.wav	ソク
common/ashi.wav	あし
g1/e8b6b3_tariru.wav	た・りる
common/taru.wav	た・る
g1/e8b6b3_tasu.wav	た・す
g1/e8b6b3_issokunosuni-ka-.wav	一足のスニーカー（いっそくのすにーかー）	
g1/e8b6b3_ashioto.wav	足音（あしおと）	footsteps
g1/e8b6b3_ashigahayai.wav	足が速い（あしがはやい）	be swift of foot,
g1/e8b6b3_ashigahayai.wav	足が早い（あしがはやい）	spoil quickly, go bad easily,
g1/e8b6b3_ashiwoubawareta.wav	足を奪われた（あしをうばわれた）	
g1/e8b6b3_koredetariru.wav	これで足りる？（これでたりる）	Is this enough for you?,
g1/e8b6b3_sennentarinai.wav	千円足りない（せんえんたりない）	be 1,000 yen short
g1/e8b6b3_shinjirunitaru.wav	信じるに足る（しんじるにたる）	trustworthy, reliable,
g1/e8b6b3_shitatarazu.wav	舌足らず（したたらず）	lisping
g1/e8b6b3_nijuutasukyuu.wav	２０足す９（にじゅうたすきゅう）	20＋9, Add 20 and 9,
common/son.wav	ソン
common/mura.wav	むら
g1/e69d91_sonchou.wav	村長（そんちょう）	a village headman
g1/e69d91_murahachibu.wav	村八分（むらはちぶ）	exclusion from the group
common/dai.wav	ダイ
common/tai.wav	タイ
g1/e5a4a7_oo.wav	おお
g1/e5a4a7_ookii.wav	おお・きい
g1/e5a4a7_ooini.wav	おお・いに
g1/e5a4a7_daigaku.wav	大学（だいがく）	a university, a college
g1/e5a4a7_daigakusei.wav	大学生（だいがくせい）	an undergraduate,
g1/e5a4a7_taishitakotonai.wav	大したことない（たいしたことない）	It is no great shakes.,
g1/e5a4a7_zenkokutaikai.wav	全国大会（ぜんこくたいかい）	a national athletic meeting,
g1/e5a4a7_ooame.wav	大雨（おおあめ）	heavy rain
g1/e5a4a7_ooppirani.wav	大っぴらに（おおっぴらに）	openly, publicly, in public
g1/e5a4a7_toshinowariniookii.wav	歳のわりに大きい（としのわりにおおきい）	
g1/e5a4a7_ookinatora.wav	大きな虎（おおきなとら）	a big tiger
g1/e5a4a7_ooiniyorokobu.wav	大いに喜ぶ（おおいによろこぶ）	be very delighted
common/dan.wav	ダン
common/nan.wav	ナン
g1/e794b7_otoko.wav	おとこ
g1/e794b7_dansei.wav	男性（だんせい）	the male sex, a man
g1/e794b7_danjobyoudou.wav	男女平等（だんじょびょうどう）	equality of the sexes
g1/e794b7_chounan.wav	長男（ちょうなん）	the first―born son,
g1/e794b7_jinan.wav	次男（じなん）	one's second son
g1/e794b7_otokomae.wav	男前（おとこまえ）	handsome, a man's looks
g1/e794b7_irootoko.wav	色男（いろおとこ）	a lady-killer, a beau ☆＝二枚目
common/chiku.wav	チク
common/take.wav	たけ
g1/e7abb9_chikurin.wav	竹林（ちくりん）	a bamboo grove
g1/e7abb9_takeuma.wav	竹馬（たけうま）	stilts
common/chuu.wav	チュウ
common/juu.wav	*ジュウ
common/naka.wav	なか
g1/e4b8ad_chuugakkou.wav	中学校（ちゅうがっこう）	a junior high school
g1/e4b8ad_chuugakusei.wav	中学生（ちゅうがくせい）	a junior high school student
g1/e4b8ad_koshouchuu.wav	故障中（こしょうちゅう）	Out of order., be in breakdown
g1/e4b8ad_jucchuuhakku.wav	十中八九（じゅっちゅうはっく）	ten to one,
g1/e4b8ad_saichuuni.wav	最中に（さいちゅうに）	in the middle (midst) of,
g1/e4b8ad_sekaijuuwotabishitai.wav	世界中を旅したい（せかいじゅうをたびしたい）	
g1/e4b8ad_monaka.wav	最中（もなか）	Monaka, bean-jam-filled wafers
g1/e4b8ad_nakami.wav	中身（なかみ）	contents ☆＝内容（ないよう）
g1/e4b8ad_shokuatari.wav	食中り（しょくあたり）	food poisoning
common/chuu.wav	チュウ
g1/e899ab_mushi.wav	むし
g1/e899ab_konchuuzukan.wav	昆虫図鑑（こんちゅうずかん）	an illustrated book
g1/e899ab_mushiba.wav	虫歯（むしば）	a decayed tooth
g1/e899ab_mushigaii.wav	虫がいい（むしがいい）	be self-seeking, consider
g1/e899ab_mushimegane.wav	虫眼鏡（むしめがね）	a magnifying glass
common/chou.wav	チョウ
common/machi.wav	まち
g1/e794ba_chouchou.wav	町長（ちょうちょう）	a mayor (of a town)
g1/e794ba_ekizothikkunamachinami.wav	エキゾティックな町並み（えきぞてぃっくなまちなみ）	
common/ten.wav	テン
common/ama.wav	*あま
g1/e5a4a9_tengoku.wav	天国（てんごく）	Heaven, the Celestial City, Elysium
g1/e5a4a9_tenkawotoru.wav	天下を取る（てんかをとる）	conquer the whole country,
g1/e5a4a9_unwotennnimakaseru.wav	運を天に任せる（うんをてんにまかせる）	
g1/e5a4a9_amanogawa.wav	天の川（あまのがわ）	the Milky Way
g1/e5a4a9_amakudari.wav	天下り（あまくだり）	to parachute a former government
g1/e5a4a9_appare.wav	天晴れ（あっぱれ）	Well done!,
common/den.wav	デン
common/ta.wav	た
g1/e794b0_suiden.wav	水田（すいでん）	a paddy field
g1/e794b0_taue.wav	田植え（たうえ）	rice-planting
g1/e794b0_inaka.wav	田舎（いなか）	a rural district,
common/do.wav	ド
common/to.wav	ト
common/tsuchi.wav	つち
g1/e59c9f_doyoubi.wav	土曜日（どようび）	Saturday
g1/e59c9f_tochi.wav	土地（とち）	lands, ground, soil ☆＝大地（だいち）
g1/e59c9f_tsuchifumazu.wav	土踏まず（つちふまず）	the arch of the foot
g1/e59c9f_miyage.wav	土産（みやげ）	a souvenir
common/ni.wav	ニ
common/futa.wav	ふた
g1/e4ba8c_futatsu.wav	ふた・つ
g1/e4ba8c_nigatsu.wav	二月，２月（にがつ）	February ☆＝如月（きさらぎ）
g1/e4ba8c_futari.wav	二人，２人（ふたり）	two people, a couple
g1/e4ba8c_futatsu.wav	二つ，２つ（ふたつ）	two, two pieces ☆＝二個（にこ）
g1/e4ba8c_futsuka.wav	二日，２日（ふつか）	two days,
g1/e4ba8c_hatachi.wav	二十歳，２０歳（はたち）	twenty year-old
g1/e697a5_nichi.wav	ニチ
common/jitsu.wav	ジツ
common/hi.wav	ひ
common/ka.wav	か
g1/e697a5_nichiyoubi.wav	日曜日（にちようび）	Sunday
g1/e697a5_nichibotsu.wav	日没（にちぼつ）	sunset, sundown
g1/e697a5_saijitsu.wav	祭日（さいじつ）	national holiday
g1/e697a5_hinode.wav	日の出（ひので）	sunrise
g1/e697a5_mikka.wav	三日，３日（みっか）	three days, the third day
common/kyou.wav	今日（きょう）	today ☆＝本日（ほんじつ）
g1/e697a5_asu,ashita.wav	明日（あす，あした）	tomorrow
g1/e697a5_asatte,myougonichi.wav	明後日（あさって，みょうごにち）	
g1/e697a5_nihon,nippon.wav	日本（にほん，にっぽん）	Japan
common/nyuu.wav	ニュウ
g1/e585a5_iru.wav	い・る
common/ireru.wav	い・れる
g1/e585a5_hairu.wav	はい・る
g1/e585a5_nyuugaku.wav	入学（にゅうがく）	entrance (into a school)
g1/e585a5_pasuwa-dowonyuuryokusuru.wav	パスワードを入力する（ぱすわーどをにゅうりょくする）	
g1/e585a5_iriguchi.wav	入り口，入口（いりぐち）	an entrance, a doorway,
g1/e585a5_suicchiwoireru.wav	スイッチを入れる（すいっちをいれる）	switch on
g1/e585a5_kodomowoyouchiennniireru.wav	子供を幼稚園に入れる（こどもをようちえんにいれる）	
g1/e585a5_tewoireru.wav	手を入れる（てをいれる）	correct, touch up, repair,
g1/e585a5_iremono.wav	入れ物（いれもの）	a container, a receptacle,
g1/e585a5_santenhairu.wav	３点入る（さんてんはいる）	score three runs
g1/e585a5_chesukurabunihairu.wav	チェスクラブに入る（ちぇすくらぶにはいる）	
g1/e585a5_haittemoyoroshiidesuka.wav	入っても宜しいですか？（はいってもよろしいですか）	
common/nen.wav	ネン
common/toshi.wav	とし
g1/e5b9b4_ichinensei.wav	一年生（いちねんせい）	a first-year student, a freshman
g1/e5b9b4_ichinenjuu.wav	一年中（いちねんじゅう）	all the year round, throughout
g1/e5b9b4_toshinokou.wav	年の功（としのこう）	the wisdom of age
common/haku.wav	ハク
common/byaku.wav	ビャク
g1/e799bd_shiro.wav	しろ
common/shiroi.wav	しろ・い
g1/e799bd_shira.wav	*しら
g1/e799bd_shirakeru.wav	*しら・ける
g1/e799bd_shiramu.wav	*しら・む
g1/e799bd_hakushi.wav	白紙（はくし）	a blank sheet of paper
g1/e799bd_byakuya.wav	白夜（びゃくや）	nights with a midnight sun
g1/e799bd_shirousagi.wav	白兎（しろうさぎ）	white rabbit
g1/e799bd_shirobai.wav	白バイ（しろばい）	a police motorcycle,
g1/e799bd_shiroikami.wav	白い紙（しろいかみ）	white paper
g1/e799bd_shiraga.wav	白髪（しらが）	white hair
g1/e799bd_shirawokiru.wav	白を切る（しらをきる）	pretend to know nothing,
g1/e799bd_shirakeru.wav	白ける（しらける）	be spoiled, have a chill cast over it
g1/e799bd_soragashiramu.wav	空が白む（そらがしらむ）	dawn, The sky turns gray.
g1/e799bd_hakkin.wav	白金（はっきん）	platinum ☆＝プラチナ
g1/e799bd_oshiroi.wav	白粉（おしろい）	face powder
g1/e799bd_sayu.wav	白湯（さゆ）	plain hot water
common/hachi.wav	ハチ
common/haltsu.wav	ハッ
common/ya.wav	や
g1/e585ab_yatsu.wav	や・つ
g1/e585ab_yattsu.wav	やっ・つ
common/you.wav	*よう
g1/e585ab_hachigatsu.wav	八月，８月（はちがつ）	August ☆＝葉月（はづき）
g1/e585ab_happoubijin.wav	八方美人（はっぽうびじん）	a person who is
g1/e585ab_yaeba.wav	八重歯（やえば）	a double tooth
g1/e585ab_yatsuatari.wav	八つ当たり（やつあたり）	anger with no reason
g1/e585ab_yattsu.wav	八つ，８つ（やっつ）	eight, eight pieces ☆＝八個（はっこ）
g1/e585ab_youka.wav	八日，８日（ようか）	eight days, the eighth day
common/hyaku.wav	ヒャク
g1/e799be_hyakuninriki.wav	百人力（ひゃくにんりき）	tremendous strength
g1/e799be_hyakkaten.wav	百貨店（ひゃっかてん）	a department store ☆＝デパート
g1/e799be_hyakuten.wav	百点（ひゃくてん）	a hundred points, full marks,
g1/e799be_yaochou.wav	八百長（やおちょう）	a put-up job,
g1/e799be_yaoya.wav	八百屋（やおや）	a vegetable store,
g1/e799be_yuri.wav	百合（ゆり）	a lily
g1/e799be_mukade.wav	百足（むかで）	a centipede
common/bun.wav	ブン
common/mon.wav	モン
g1/e69687_fumi.wav	ふみ
g1/e69687_sakubun.wav	作文（さくぶん）	composition, writing
g1/e69687_monku.wav	文句（もんく）	words, a phrase ☆＝語句（ごく）
g1/e69687_ichimonnnashi.wav	一文無し（いちもんなし）	penniless
g1/e69687_koibumi.wav	恋文（こいぶみ）	a love letter ☆＝ラブレター
common/moku.wav	モク
g1/e69ca8_boku.wav	ボク
common/ki.wav	き
common/ko.wav	*こ
g1/e69ca8_mokuyoubi.wav	木曜日（もくようび）	Thursday
g1/e69ca8_bokutou.wav	木刀（ぼくとう）	a wooden sword
g1/e69ca8_kiborinoanaguma.wav	木彫りの穴熊（きぼりのあなぐま）	a wood carving
g1/e69ca8_kokage.wav	木陰（こかげ）	the shade of a tree
g1/e69ca8_momen.wav	木綿（もめん）	cotton
g1/e69ca8_dekunobou.wav	木偶の坊（でくのぼう）	a good-for-nothing,
common/hon.wav	ホン
common/moto.wav	もと
g1/e69cac_hondana.wav	本棚（ほんだな）	a bookshelf, a bookcase
g1/e69cac_honmononodaiyamondo.wav	本物のダイヤモンド（ほんもののだいやもんど）	
g1/e69cac_bo-rupennippon.wav	ボールペン１本（ぼーるぺんいっぽん）	a ballpoint
g1/e69cac_ipponshoubu.wav	一本勝負（いっぽんしょうぶ）	a one-game match,
g1/e69cac_honbun.wav	本分（ほんぶん）	one's duty, one's part
g1/e69cac_honbun.wav	本文（ほんぶん）	the text, the body, this sentence
g1/e69cac_hatamoto.wav	旗本（はたもと）	direct retainer of the shogun
common/mei.wav	メイ
common/myou.wav	ミョウ
common/na.wav	な
g1/e5908d_meiyo.wav	名誉（めいよ）	glory, honor, credit, distinction
g1/e5908d_meikonbi.wav	名コンビ（めいこんび）	a good combination,
g1/e5908d_myouji.wav	名字（みょうじ）	a surname, a family name, last name
g1/e5908d_nadukeru.wav	名付ける（なづける）	give ~ a name, name, christen
g1/e5908d_shitsureidesugaonamaeha,mariadesu.wav	失礼ですがお名前は？，マリアです（しつれいですが
common/moku.wav	モク
common/boku.wav	*ボク
common/me.wav	め
common/ma.wav	*ま
g1/e79bae_mokugekisha.wav	目撃者（もくげきしゃ）	an eyewitness, a witness
g1/e79bae_menbokuwoushinau.wav	面目を失う（めんぼくをうしなう）	lose face
g1/e79bae_medatsu.wav	目立つ（めだつ）	be conspicuous, attract attention
g1/e79bae_mechakucha.wav	目茶苦茶（めちゃくちゃ）	incoherent, confused,
g1/e79bae_omenikakaretesaiwaidesu.wav	お目にかかれて幸いです（おめにかかれてさいわいです）	
g1/e79bae_ekihakokokaraikutsumedesuka.wav	～駅はここからいくつ目ですか？（えきはここからいくつめ
g1/e79bae_manoatarinisuru.wav	目の当たりにする（まのあたりにする）	witness
common/ritsu.wav	リツ
common/tatsu.wav	た・つ
common/tateru.wav	た・てる
g1/e7ab8b_kiritsu.wav	起立！（きりつ）	Stand up!
g1/e7ab8b_yuuinitatsu.wav	優位に立つ（ゆういにたつ）	attain superiority,
g1/e7ab8b_tachiirikinshi.wav	立入禁止（たちいりきんし）	Keep Out, Do not enter.
g1/e7ab8b_keikakuwotateru.wav	計画を立てる（けいかくをたてる）	form a plan (scheme)
g1/e7ab8b_kikimimiwotateru.wav	聞き耳を立てる（ききみみをたてる）	prick up one's ears
g1/e7ab8b_ookinaotowotateruna.wav	大きな音を立てるな！（おおきなおとをたてるな）	
g1/e7ab8b_hokoriwotateru.wav	埃を立てる（ほこりをたてる）	raise dust, stir up dust
g1/e7ab8b_uwasawotateru.wav	噂を立てる（うわさをたてる）	spread a rumor,
g1/e7ab8b_ottowotateru.wav	夫を立てる（おっとをたてる）	treat one's husband
